Horodateur,Country,DeploymentID,old_deploymentID,Cluster,Site,Active,deploymentBeginDate,deploymentBeginTime,deploymentEndDate,deploymentEndTime,Latitude,Longitude,Coordinates_uncertainty,GPS_device,DeviceID,Microphone_height,Microphone_direction,12. Habitat,Adresse e-mail,Comments,Score
08/05/2025 10:22:22,Norway,18991230_NO_50_2f22097,NO_50_2f22097,Pasvik,Gjokbukta,TRUE,08/05/2025,08:20:00,,,69.160325014963746,29.222659002989531,1,GPSMAP 66sr,2f22097,235,North,Forest,julia.wiel@nina.no,,
08/05/2025 11:55:38,Norway,18991230_NO_51_a1d0792e,NO_51_a1d0792e,Pasvik,Tjaerebukta,TRUE,08/05/2025,09:55:00,,,69.189375014975667,29.147424967959523,1,GPSMAP 66sr,a1d0792e,235,South,Scrubland,julia.wiel@nina.no,,
08/05/2025 14:29:45,Norway,18991230_NO_52_6e4b733f,NO_52_6e4b733f,Pasvik,Skogfoss,TRUE,08/05/2025,12:30:00,,,69.367570001631975,29.667359031736851,1,GPSMAP 66sr,6e4b733f,195,North,Scrubland,julia.wiel@nina.no,,
13/05/2025 17:30:00,Norway,18991230_NO_14_b6b6bc4b,NO_14_b6b6bc4b,Vega,Igeroya,TRUE,13/05/2025,18:13:00,,,65.678380010649562,12.077620988711715,1,GPSMAP 66sr,b6b6bc4b,320,South,Forest,julia.wiel@nina.no,"retake height, direction, pictures | battery sleep mode activated",
14/05/2025 10:54:00,Norway,18991230_NO_15_35ae2bd7,NO_15_35ae2bd7,Vega,Holandsosen,TRUE,14/05/2025,10:54:00,,,65.702423583716154,11.898669535294175,1,GPSMAP 66sr,35ae2bd7,150,North-East,Wetland,julia.wiel@nina.no,"retake height, direction, pictures",
14/05/2025 12:08:00,Norway,18991230_NO_18_35ae2bd7,NO_18_35ae2bd7,Vega,Kjellarhaugen,TRUE,14/05/2025,12:08:00,,,65.694891018792987,11.950732972472906,1,GPSMAP 66sr,35ae2bd7,320,South,Forest,julia.wiel@nina.no,"retake height, direction, pictures",
14/05/2025 14:08:00,Norway,18991230_NO_17_82b4e1aa,NO_17_82b4e1aa,Vega,Ylvingen,TRUE,14/05/2025,14:08:00,,,65.632492024451494,12.159432973712683,1,GPSMAP 66sr,82b4e1aa,350,South-West,Forest,julia.wiel@nina.no,"retake height, direction, pictures | no SIM card",
14/05/2025 17:08:00,Norway,18991230_NO_16_c7226535,NO_16_c7226535,Vega,Horn,TRUE,14/05/2025,17:08:00,,,65.574423959478736,12.290334999561310,1,GPSMAP 66sr,c7226535,400,South-West,Forest,julia.wiel@nina.no,"retake height, direction, pictures | battery sleep mode activated",
19/02/2025 10:02:38,Spain,20250219_ES_1_b5812468,ES_1_b5812468,Delta del Ebre,Canal Vell,TRUE,19/02/2025,09:00:00,,,40.7447585,0.7876756,10,iPhone 13 Mini with Google Maps,b5812468,100,South,Wetland,magdalenah.henry@ctfc.cat,Next to ringed migratory birds station in autumn/summer. ,
11/04/2025 10:59:50,Spain,20250411_ES_10_a88572f,ES_10_a88572f,Osona,Colomer,TRUE,11/04/2025,08:51:00,,,41.8641765,2.2466883,10,iPhone 13 Mini with Google Maps,a88572f,400,North,Farmland,magdalena.henry@ctfc.cat,Office tests between 15/05/2025 and 09/06/2025 at 6:00UTC. Put back in field on 09/06/2025 at 8:00UTC,
11/04/2025 11:51:16,Spain,20250411_ES_11_91d7198e,ES_11_91d7198e,Osona,Collell,TRUE,11/04/2025,09:48:00,,,41.8599980,2.2572294,10,iPhone 13 Mini with Google Maps,91d7198e,170,South,Farmland,magdalena.henry@ctfc.cat,,
11/04/2025 12:33:33,Spain,20250411_ES_12_c5a44da9,ES_12_c5a44da9,Osona,Can Talaia,TRUE,11/04/2025,10:31:00,,,41.8593398,2.2840515,10,iPhone 13 Mini with Google Maps,c5a44da9,100,South,Agroforest farmland,magdalena.henry@ctfc.cat,Office tests between 15/05/2025 and 09/06/2025 at 6:00UTC. Put back in field on 09/06/2025 at 8:00UTC,
11/04/2025 13:40:30,Spain,20250411_ES_13_f1a26bc9,ES_13_f1a26bc9,Osona,Vilacís,TRUE,11/04/2025,11:37:00,,,41.8591106,2.2751845,10,iPhone 13 Mini with Google Maps,f1a26bc9,450,North,Farmland,magdalena.henry@ctfc.cat,Office tests between 15/05/2025 and 09/06/2025 at 6:00UTC. Put back in field on 09/06/2025 at 8:00UTC but no conection?,
13/05/2025 12:14:18,Spain,20240513_ES_14_7a8e9437,ES_14_7a8e9437,Mas de Melons,Vall de la cisterna,TRUE,13/05/2025,10:00:00,,,41.4790717,0.7100615,10,iPhone 13 Mini with Google Maps,7a8e9437,100,East,Scrubland,magdalena.henry@ctfc.cat,,
13/05/2025 12:57:32,Spain,20240513_ES_15_502aab6b,ES_15_502aab6b,Mas de Melons,La estrella ,TRUE,13/05/2025,10:53:00,,,41.5005809,0.7242843,10,iPhone 13 Mini with Google Maps,502aab6b,100,North-West,Grassland,magdalena.henry@ctfc.cat,,
13/05/2025 14:05:26,Spain,20240513_ES_16_ad15e51b,ES_16_ad15e51b,Mas de Melons,Roquisa,TRUE,13/05/2025,12:00:00,,,41.5042494,0.7092284,10,iPhone 13 Mini with Google Maps,ad15e51b,100,South,Scrubland,magdalena.henry@ctfc.cat,,
19/02/2025 12:10:38,Spain,20250219_ES_2_36308864,ES_2_36308864,Delta del Ebre,Buda,TRUE,19/02/2025,11:00:00,,,40.7038472,0.8263269,10,iPhone 13 Mini with Google Maps,36308864,350,East,Wetland,magdalena.henry@ctfc.cat,Need to come back to adjust BUGG for long term placement. Near ringed birds. Longterm placement adjustment on 11/03/2025,
19/02/2025 13:22:28,Spain,20250219_ES_3_8e7fead8,ES_3_8e7fead8,Delta del Ebre,L’alfacada,FALSE,19/02/2025,12:20:00,11/03/2025,10:30:12,40.6827982,0.8349271,10,iPhone 13 Mini with Google Maps,8e7fead8,250,South,Wetland,magdalena.henry@ctfc.cat,"Above bird ringing station. Relocated on 11/03/2025, check new deployment entry",
11/03/2025 10:30:12,Spain,20250311_ES_3_8e7fead8,ES_3b_8e7fead8,Delta del Ebre,L’alfacada,TRUE,11/03/2025,09:20:00,,,40.6824954, 0.8367409,10,iPhone 13 Mini with Google Maps,8e7fead8,105,West,Wetland,magdalena.henry@ctfc.cat,Deployment Bugg ES_3_8e7fead8 relocated on 03/11/2025 to this new location,
11/03/2025 12:49:48,Spain,20250311_ES_4_49da8233,ES_4_49da8233,Delta del Ebre,La tancada,TRUE,11/03/2024,11:45:00,,,40.6438586,0.7452709,10,iPhone 13 Mini with Google Maps,49da8233,108,South,Wetland,magdalena.henry@ctfc.cat,"Looks as if the bugg is not able to connect to data but then turns blue, left device with connection. In very windy area, yearly bird festival (september)",
20/03/2025 11:34:01,Spain,20250320_ES_5_55dc62ae,ES_5_55dc62ae,AiguamollsEmporda,Mata,TRUE,20/03/2025,10:29:00,,,42.2110375,3.0983145,10,Oppo A40 with Google Maps,55dc62ae,140,South-East,Wetland,magdalena.henry@ctfc.cat,,
20/03/2025 13:01:15,Spain,20250320_ES_6_2d00da80,ES_6_2d00da80,AiguamollsEmporda,Cortalet,TRUE,20/03/2025,11:47:00,,,42.224821,3.096032,10,Oppo A40 with Google Maps,2d00da80,100,South,Wetland,magdalena.henry@ctfc.cat,stopped sending data --> replaced with BUGG 4035de5 on 16/05/2025,
16/05/2025 11:28:05,Spain,20250516_ES_6_4035de5,ES_6_4035de5,AiguamollsEmporda,Cortalet,TRUE,16/05/2025,00:00:00,,,42.224821,3.096032,10,Oppo A40 with Google Maps,4035de5,100,South,Wetland,magdalena.henry@ctfc.cat,Replacement of BUGG ES_6_2d00da80,
20/03/2025 15:21:56,Spain,20250320_ES_7_1c1dcfe8,ES_7_1c1dcfe8,AiguamollsEmporda,Rogera,TRUE,20/03/2025,14:20:00,,,42.219177,3.112791,10,Oppo A40 with Google Maps ,1c1dcfe8,120,North,Wetland,magdalena.henry@ctfc.cat,,
20/03/2025 17:55:17,Spain,20250320_ES_8_613266b,ES_8_613266b,AiguamollsEmporda,Palau ,TRUE,20/03/2025,16:53:00,,,42.276237,3.124568,10,Oppo A40 with Google Maps,613266b,120,North-East,Wetland,magdalena.henry@ctfc.cat,,
25/03/2025 11:43:38,Spain,20240325_ES_9_379e35d4,ES_9_379e35d4,Solsones,EDAR,TRUE,25/03/2025,10:00:00,,,41.982881,1.528036,10,Google maps,379e35d4,150,East,Wetland,d.villero@creaf.uab.cat,"Bugg 379e35d4 located between the tertiary treatment ponds of the Solsona wastewater treatment plant, a stopover point for migratory birds and a nesting area for nocturnal birds of prey.",
01/07/2025 12:50:59,Spain,XX_check!,,Más de Melons,Cabana l’Era,TRUE,01/07/2025,10:50:00,,,41.4896971,0.7088686,10,Google maps with iPhone mini 13,200XX-check!,200,East,Grassland,maguinarh@gmail.com,,
